DocumentName,NormalizedCollocation,OriginalCollocation,Frequency
Voen_Obozren_060524_010417.t,применение сложный система управление,применение сложных систем управления,00000001
Voen_Obozren_060524_010417.t,пять шесть лето,пять-шесть лет,00000001
Voen_Obozren_060524_010417.t,разработка торпеда,разработка торпеды,00000001
Voen_Obozren_060524_010417.t,разработчик система,разработчик систем,00000001
Voen_Obozren_060524_010417.t,разработчик система управление и самонаведение,разработчик системы управления и самонаведения,00000001
Voen_Obozren_060524_010417.t,руководитель окр юрий ларин,руководитель ОКР Юрий Ларин,00000001
Voen_Obozren_060524_010417.t,самонаведение с высокий ттх,самонаведение с высокими ТТХ,00000001
Voen_Obozren_060524_010417.t,северный столица,Северная столица,00000001
Voen_Obozren_060524_010417.t,серийный производство,серийное производство,00000001
Voen_Obozren_060524_010417.t,серьезный изъян,серьезный изъян,00000001
Voen_Obozren_060524_010417.t,серьезный недостаток при разработка торпеда в ссср,серьезный недостаток при разработке торпед в СССР,00000001
Voen_Obozren_060524_010417.t,система телеуправление,система телеуправления,00000001
Voen_Obozren_060524_010417.t,сложный обстановка,сложная обстановка,00000001
Voen_Obozren_060524_010417.t,сложный система,сложная система,00000001
Voen_Obozren_060524_010417.t,сложный система управление,сложная система управления,00000001
Voen_Obozren_060524_010417.t,сложный условие среда,сложные условия среды,00000001
Voen_Obozren_060524_010417.t,современный вентильный электродвигатель,современный вентильный электродвигатель,00000001
Voen_Obozren_060524_010417.t,создание оптоволоконный система телеуправление,создание оптоволоконной системы телеуправления,00000001
Voen_Obozren_060524_010417.t,состав изделие,состав изделия,00000001
Voen_Obozren_060524_010417.t,стрельба торпеда,стрельба торпедами,00000001
Voen_Obozren_060524_010417.t,суть дело,сути дела,00000001
Voen_Obozren_060524_010417.t,технический решение,техническое решение,00000001
Voen_Obozren_060524_010417.t,торпедный кризис,торпедный кризис,00000001
Voen_Obozren_060524_010417.t,уровень лучший мировой образец,уровень лучших мировых образцов,00000001
Voen_Obozren_060524_010417.t,уровень помеха,уровень помех,00000001
Voen_Obozren_060524_010417.t,условие среда,условие среды,00000001
Voen_Obozren_060524_010417.t,уэт 1э,УЭТ-1Э,00000001
Voen_Obozren_060524_010417.t,фазированный решетка,фазированной решетки,00000001
Voen_Obozren_060524_010417.t,финишный прямой,финишная прямая,00000001
Voen_Obozren_060524_010417.t,экспортный модификация,экспортная модификация,00000001
Voen_Obozren_060524_010418.t,многоразовый ракета,многоразовая ракета,00000003
Voen_Obozren_060524_010418.t,ракета носитель,ракет-носитель,00000003
Voen_Obozren_060524_010418.t,аэродинамический характеристика,аэродинамическая характеристика,00000001
Voen_Obozren_060524_010418.t,баллистический ракета,баллистическая ракета,00000001
Voen_Obozren_060524_010418.t,вертикальный взлет,вертикальный взлет,00000001
Voen_Obozren_060524_010418.t,внешний обвод,внешние обводы,00000001
Voen_Obozren_060524_010418.t,возвращаемый ступень,возвращаемая ступень,00000001
Voen_Obozren_060524_010418.t,возвращение на земля,возвращение на Землю,00000001
Voen_Obozren_060524_010418.t,грц имя макеева,ГРЦ имени Макеева,00000001
Voen_Obozren_060524_010418.t,декабрь прошлый год,декабре прошлого года,00000001
Voen_Obozren_060524_010418.t,космический назначение,космическое назначение,00000001
Voen_Obozren_060524_010418.t,масса полезный нагрузка,массу полезной нагрузки,00000001
Voen_Obozren_060524_010418.t,межконтинентальный баллистический ракета,межконтинентальная баллистическая ракета,00000001
Voen_Obozren_060524_010418.t,многоразовый ракета космический назначение,многоразовая ракета космического назначения,00000001
Voen_Obozren_060524_010418.t,низкий орбита,низкая орбита,00000001
Voen_Obozren_060524_010418.t,одноступенчатый ракета,одноступенчатая ракета,00000001
Voen_Obozren_060524_010418.t,полезный нагрузка,полезная нагрузка,00000001
Voen_Obozren_060524_010418.t,посадка на космодром вылет,посадка на космодром вылета,00000001
Voen_Obozren_060524_010418.t,проведение испытание,проведение испытаний,00000001
Voen_Obozren_060524_010418.t,работа по,работа ПО,00000001
Voen_Obozren_060524_010418.t,ракета космический назначение,ракета космического назначения,00000001
Voen_Obozren_060524_010418.t,"российский межконтинентальный баллистический ракета "" сармат ""","российская межконтинентальная баллистическая ракета ""Сармат""",00000001
Voen_Obozren_060524_010418.t,российский межконтинентальный баллистический ракета,российские межконтинентальные баллистические ракеты,00000001
Voen_Obozren_060524_010418.t,российский многоразовый ракета,российская многоразовая ракета,00000001
Voen_Obozren_060524_010418.t,российский частный компания,российская частная компания,00000001
Voen_Obozren_060524_010418.t,с 7,С-7,00000001
Voen_Obozren_060524_010418.t,создание российский многоразовый ракета,создание российской многоразовой ракеты,00000001
Voen_Obozren_060524_010418.t,стартовый масса,стартовая масса,00000001
Voen_Obozren_060524_010418.t,улучшающий аэродинамический характеристика,улучшающее аэродинамические характеристики,00000001
Voen_Obozren_060524_010418.t,участок спуск,участке спуска,00000001
Voen_Obozren_060524_010418.t,характеристика ракета носитель,характеристики ракеты-носителя,00000001
Voen_Obozren_060524_010418.t,частный компания,частная компания,00000001
Voen_Obozren_060524_010419.t,ка 52м,Ка-52М,00000003
Voen_Obozren_060524_010419.t,дальность полет,дальность полета,00000002
Voen_Obozren_060524_010419.t,крылатый ракета,крылатая ракета,00000002
Voen_Obozren_060524_010419.t,ударный вертолет,ударный вертолет,00000002
Voen_Obozren_060524_010419.t,авионика кабина,авионика кабины,00000001
Voen_Obozren_060524_010419.t,боевой вертолет,боевой вертолет,00000001
Voen_Obozren_060524_010419.t,боевой испытание,боевое испытание,00000001
Voen_Obozren_060524_010419.t,вертолет ка 52,вертолет Ка-52,00000001
Voen_Obozren_060524_010419.t,вертолет ка 52м,вертолет Ка-52М,00000001
Voen_Obozren_060524_010419.t,вертолет ми 28нм,вертолет Ми-28НМ,00000001
Voen_Obozren_060524_010419.t,вертолетный кр,вертолетная КР,00000001
Voen_Obozren_060524_010419.t,винтовой группа,винтовая группа,00000001
Voen_Obozren_060524_010419.t,вкс россия,ВКС России,00000001
Voen_Obozren_060524_010419.t,высокочувствительный датчик,высокочувствительный датчик,00000001
Voen_Obozren_060524_010419.t,головка самонаведение,головка самонаведения,00000001
Voen_Obozren_060524_010419.t,дальномер целеуказатель,дальномер-целеуказатель,00000001
Voen_Obozren_060524_010419.t,диапазон спектр,диапазон спектра,00000001
Voen_Obozren_060524_010419.t,зона работа пво противник,зона работы ПВО противника,00000001
Voen_Obozren_060524_010419.t,инерциальный система,инерциальная система,00000001
Voen_Obozren_060524_010419.t,инерциальный система навигация,инерциальная система навигации,00000001
Voen_Obozren_060524_010419.t,инфракрасный ловушка,инфракрасная ловушка,00000001
Voen_Obozren_060524_010419.t,ка 52,Ка-52,00000001
Voen_Obozren_060524_010419.t,кабина вертолет,кабина вертолета,00000001
Voen_Obozren_060524_010419.t,лазерный дальномер целеуказатель,лазерный дальномер-целеуказатель,00000001
Voen_Obozren_060524_010419.t,ми 28нм,Ми-28НМ,00000001
Voen_Obozren_060524_010419.t,модернизированный ка 52м,модернизированный Ка-52М,00000001
Voen_Obozren_060524_010419.t,модернизированный ударный вертолет ка 52м,модернизированный ударный вертолет Ка-52М,00000001
Voen_Obozren_060524_010419.t,наземный объект,наземный объект,00000001
Voen_Obozren_060524_010419.t,новейший крылатый ракета,новейшая крылатая ракета,00000001
Voen_Obozren_060524_010419.t,новый оружие,новое оружие,00000001
Voen_Obozren_060524_010419.t,ночной охотник,ночной охотник,00000001
Voen_Obozren_060524_010419.t,отметка лазерный дальномер целеуказатель,отметка лазерного дальномера-целеуказателя,00000001
Voen_Obozren_060524_010419.t,пво противник,ПВО противника,00000001
Voen_Obozren_060524_010419.t,подлет к цель,подлет к цели,00000001
Voen_Obozren_060524_010419.t,прицельно навигационный комплекс,прицельно-навигационные комплексы,00000001
Voen_Obozren_060524_010419.t,промышленный комплекс,промышленного комплекса,00000001
Voen_Obozren_060524_010419.t,реальный бой,реальный бой,00000001
Voen_Obozren_060524_010419.t,система навигация,система навигации,00000001
Voen_Obozren_060524_010419.t,собеседник агентство,собеседник агентства,00000001
Voen_Obozren_060524_010419.t,ударный вертолет ка 52м,ударный вертолет Ка-52М,00000001
Voen_Obozren_060524_010419.t,ударный вертолет ми 28нм,ударный вертолет Ми-28НМ,00000001
Voen_Obozren_060524_010419.t,усовершенствованный прицельно навигационный комплекс,усовершенствованный прицельно-навигационный комплекс,00000001
Voen_Obozren_060524_010419.t,фронтовой авиация,фронтовая авиация,00000001
Voen_Obozren_060524_010420.t,околоземный орбита,околоземная орбита,00000005
Voen_Obozren_060524_010420.t,бой в космос,бой в космосе,00000004
Voen_Obozren_060524_010420.t,низкий околоземный орбита,низкая околоземная орбита,00000004
Voen_Obozren_060524_010420.t,атмосфера земля,атмосфера земли,00000003
Voen_Obozren_060524_010420.t,конфликт в космос,конфликт в космосе,00000003
Voen_Obozren_060524_010420.t,космический аппарат,космический аппарат,00000003
Voen_Obozren_060524_010420.t,космический атака,космическая атака,00000003
Voen_Obozren_060524_010420.t,космический битва,космическая битва,00000003
Voen_Obozren_060524_010420.t,космический бой,космический бой,00000003
Voen_Obozren_060524_010420.t,космический станция,космическая станция,00000003
Voen_Obozren_060524_010420.t,атака в,Атака-В,00000002
Voen_Obozren_060524_010420.t,геостационарный орбита,геостационарная орбита,00000002
Voen_Obozren_060524_010420.t,изменение скорость,изменение скоростей,00000002
Voen_Obozren_060524_010420.t,космический конфликт,космический конфликт,00000002
Voen_Obozren_060524_010420.t,облако осколок,облако осколков,00000002
Voen_Obozren_060524_010420.t,орбита спутник,орбита спутника,00000002
Voen_Obozren_060524_010420.t,продолжение конфликт,продолжение конфликта,00000002
Voen_Obozren_060524_010420.t,успешный атака,успешная атака,00000002
Voen_Obozren_060524_010420.t,asm 135,ASM-135,00000001
Voen_Obozren_060524_010420.t,f 15a eagle,F-15A Eagle,00000001
Voen_Obozren_060524_010420.t,f 16,F-16,00000001
Voen_Obozren_060524_010420.t,kc 135,KC-135,00000001
Voen_Obozren_060524_010420.t,kc 135 stratotanker,KC-135 Stratotanker,00000001
Voen_Obozren_060524_010420.t,автоматический оружие,автоматическое оружие,00000001
Voen_Obozren_060524_010420.t,автоматический пушка,автоматическая пушка,00000001
Voen_Obozren_060524_010420.t,американский астронавтов,американских астронавтов,00000001
Voen_Obozren_060524_010420.t,атака на спутник,атака на спутники,00000001
Voen_Obozren_060524_010420.t,беспилотный корабль,беспилотного корабля,00000001
Voen_Obozren_060524_010420.t,беспилотный спутник,беспилотный спутник,00000001
Voen_Obozren_060524_010420.t,боевой готовность,боевая готовность,00000001
Voen_Obozren_060524_010420.t,большой точность,большая точность,00000001
Voen_Obozren_060524_010420.t,быстрый подход к цель,быстрый подход к цели,00000001
Voen_Obozren_060524_010420.t,верхушка айсберг,верхушка айсберга,00000001
Voen_Obozren_060524_010420.t,военный спутник,военный спутник,00000001
Voen_Obozren_060524_010420.t,война в космос,война в космосе,00000001
Voen_Obozren_060524_010420.t,время испытание,время испытания,00000001
Voen_Obozren_060524_010420.t,выбор момент,выбором момента,00000001
Voen_Obozren_060524_010420.t,высокий эллиптический орбита,высокая эллиптическая орбита,00000001
Voen_Obozren_060524_010420.t,высота орбита,высота орбиты,00000001
Voen_Obozren_060524_010420.t,геосинхронный орбита,геосинхронная орбита,00000001
Voen_Obozren_060524_010420.t,гонка космический вооружение,гонка космических вооружений,00000001
Voen_Obozren_060524_010420.t,гравитация земля,гравитация Земли,00000001
Voen_Obozren_060524_010420.t,договор о необходимость мирный космос,Договор о необходимости мирного космоса,00000001
Voen_Obozren_060524_010420.t,естественный ограничение,естественное ограничение,00000001
Voen_Obozren_060524_010420.t,закон физика,закон физики,00000001
Voen_Obozren_060524_010420.t,звёздной война,звёздные войны,00000001
Voen_Obozren_060524_010420.t,зона высокий радиация,зона высокой радиации,00000001
Voen_Obozren_060524_010420.t,изменение климат,изменение климата,00000001
Voen_Obozren_060524_010420.t,кадровый состав,кадрового состава,00000001
Voen_Obozren_060524_010420.t,китайский испытание,китайские испытания,00000001
Voen_Obozren_060524_010420.t,ключевой концепция,ключевая концепция,00000001
Voen_Obozren_060524_010420.t,конкуренция за ресурс,конкуренция за ресурсы,00000001
Voen_Obozren_060524_010420.t,корректировка скорость,корректировка скорости,00000001
Voen_Obozren_060524_010420.t,космический битва спутник,космическая битва спутников,00000001
Voen_Obozren_060524_010420.t,космический бой в современный мир,космический бой в современном мире,00000001
Voen_Obozren_060524_010420.t,космический вакуум,космический вакуум,00000001
Voen_Obozren_060524_010420.t,космический возможность враг,космические возможности врага,00000001
Voen_Obozren_060524_010420.t,космический война,космическая война,00000001
Voen_Obozren_060524_010420.t,космический вооружение,космическое вооружение,00000001
Voen_Obozren_060524_010420.t,космический корабль,космический корабль,00000001
Voen_Obozren_060524_010420.t,космический оборудование,космическое оборудование,00000001
Voen_Obozren_060524_010420.t,космический оружие,космическое оружие,00000001
Voen_Obozren_060524_010420.t,космический пространство,космическое пространство,00000001
Voen_Obozren_060524_010420.t,космический сражение,космическое сражение,00000001
Voen_Obozren_060524_010420.t,космический столкновение,космическое столкновение,00000001
Voen_Obozren_060524_010420.t,космический эра,космическая эра,00000001
Voen_Obozren_060524_010420.t,кубический километр,кубический километр,00000001
Voen_Obozren_060524_010420.t,математический упражнение,математическое упражнение,00000001
Voen_Obozren_060524_010420.t,метод сближение,метод сближения,00000001
Voen_Obozren_060524_010420.t,милитаризация космос,милитаризация космоса,00000001
Voen_Obozren_060524_010420.t,мирный космос,мирный космос,00000001
Voen_Obozren_060524_010420.t,наземный война,наземная война,00000001
Voen_Obozren_060524_010420.t,наземный вооружение,наземное вооружение,00000001
Voen_Obozren_060524_010420.t,наземный оператор,наземный оператор,00000001
Voen_Obozren_060524_010420.t,научно фантастический фильм,научно-фантастический фильм,00000001
Voen_Obozren_060524_010420.t,научный статья,научная статья,00000001
Voen_Obozren_060524_010420.t,нейтральный сторона,нейтральная сторона,00000001
Voen_Obozren_060524_010420.t,некоммерческий компания,некоммерческая компания,00000001
Voen_Obozren_060524_010420.t,низкий высота,низкая высота,00000001
Voen_Obozren_060524_010420.t,нр 23,НР-23,00000001
Voen_Obozren_060524_010420.t,обитаемый космический станция,обитаемая космическая станция,00000001
Voen_Obozren_060524_010420.t,объект атака,объект атаки,00000001
Voen_Obozren_060524_010420.t,оператор атакующий спутник,оператор атакующего спутника,00000001
Voen_Obozren_060524_010420.t,определение орбита,определения орбит,00000001
Voen_Obozren_060524_010420.t,орбита цель,орбита цели,00000001
Voen_Obozren_060524_010420.t,орбитальный динамика,орбитальная динамика,00000001
Voen_Obozren_060524_010420.t,орбитальный плоскость,орбитальная плоскость,00000001
Voen_Obozren_060524_010420.t,орбитальный траектория,орбитальная траектория,00000001
Voen_Obozren_060524_010420.t,основа физика,основы физики,00000001
Voen_Obozren_060524_010420.t,ответный действие,ответное действие,00000001
Voen_Obozren_060524_010420.t,очень слабый,очень слабое,00000001
Voen_Obozren_060524_010420.t,переворот иммельман,переворот Иммельмана,00000001
Voen_Obozren_060524_010420.t,плоскость цель,плоскость цели,00000001
Voen_Obozren_060524_010420.t,подобный оружие,подобный оружию,00000001
Voen_Obozren_060524_010420.t,постепенный изменение,постепенное изменение,00000001
Voen_Obozren_060524_010420.t,правильный выбор,правильный выбор,00000001
Voen_Obozren_060524_010420.t,природа конфликт,природа конфликта,00000001
Voen_Obozren_060524_010420.t,проблема изменение,проблема изменения,00000001
Voen_Obozren_060524_010420.t,проблема изменение климат,проблема изменения климата,00000001
Voen_Obozren_060524_010420.t,продолжение конфликт на земля,продолжение конфликтов на Земле,00000001
Voen_Obozren_060524_010420.t,противоспутниковый оружие,противоспутниковое оружие,00000001
Voen_Obozren_060524_010420.t,пушка нр 23,пушка НР-23,00000001
Voen_Obozren_060524_010420.t,радиационный пояс,радиационный пояс,00000001
Voen_Obozren_060524_010420.t,радиационный пояс земля,радиационный пояс Земли,00000001
Voen_Obozren_060524_010420.t,разгар холодный война,разгар холодной войны,00000001
Voen_Obozren_060524_010420.t,разный высота,разной высоты,00000001
Voen_Obozren_060524_010420.t,ракета asm 135,ракета ASM-135,00000001
Voen_Obozren_060524_010420.t,расход на космический оружие,расходы на космическое оружие,00000001
Voen_Obozren_060524_010420.t,реактивный истребитель,реактивного истребителя,00000001
Voen_Obozren_060524_010420.t,реалистичность рассуждение о космический конфликт,реалистичность рассуждения о космическом конфликте,00000001
Voen_Obozren_060524_010420.t,реалистичный бой в космос,реалистичный бой в космосе,00000001
Voen_Obozren_060524_010420.t,решение проблема изменение климат,решение проблемы изменения климата,00000001
Voen_Obozren_060524_010420.t,самолёт f 15a eagle,самолёт F-15A Eagle,00000001
Voen_Obozren_060524_010420.t,система вооружение,система вооружений,00000001
Voen_Obozren_060524_010420.t,система передача,система передачи,00000001
Voen_Obozren_060524_010420.t,сложный задача,сложная задача,00000001
Voen_Obozren_060524_010420.t,советский обитаемый космический станция,советская обитаемая космическая станция,00000001
Voen_Obozren_060524_010420.t,современный жизнь,современная жизнь,00000001
Voen_Obozren_060524_010420.t,современный мир,современный мир,00000001
Voen_Obozren_060524_010420.t,создание противоспутниковый оружие,создание противоспутникового оружия,00000001
Voen_Obozren_060524_010420.t,спутник на геостационарный орбита,спутник на геостационарной орбите,00000001
Voen_Obozren_060524_010420.t,средний околоземный орбита,средняя околоземная орбита,00000001
Voen_Obozren_060524_010420.t,технический прогресс,технический прогресс,00000001
Voen_Obozren_060524_010420.t,точный синхронизация,точная синхронизация,00000001
Voen_Obozren_060524_010420.t,тщательный подготовка,тщательная подготовка,00000001
Voen_Obozren_060524_010420.t,уничтожение цель,уничтожения целей,00000001
Voen_Obozren_060524_010420.t,установленный орбита,установленная орбита,00000001
Voen_Obozren_060524_010420.t,физика движение в космос,физика движения в космосе,00000001
Voen_Obozren_060524_010420.t,физика космический война,физика космической войны,00000001
Voen_Obozren_060524_010420.t,физика космос,физика космоса,00000001
Voen_Obozren_060524_010420.t,функция время,функция времени,00000001
Voen_Obozren_060524_010420.t,холодный война,Холодная война,00000001
Voen_Obozren_060524_010420.t,чрезвычайный важность,чрезвычайной важности,00000001
Voen_Obozren_060524_010420.t,электронный помеха,электронные помехи,00000001
Voen_Obozren_060524_010420.t,эллиптический орбита,эллиптическая орбита,00000001
Voen_Obozren_060524_010421.t,миллион доллар,миллион доллар,00000005
Voen_Obozren_060524_010421.t,запуск ракета,запуск ракет,00000003
Voen_Obozren_060524_010421.t,многоразовый ракета,многоразовая ракета,00000003
Voen_Obozren_060524_010421.t,новый ракета,новая ракета,00000003
Voen_Obozren_060524_010421.t,стоимость запуск,стоимость запуска,00000003
Voen_Obozren_060524_010421.t,космический запуск,космический запуск,00000002
Voen_Obozren_060524_010421.t,космический корабль,космический корабль,00000002
Voen_Obozren_060524_010421.t,первый ступень ракета,первая ступень ракеты,00000002
Voen_Obozren_060524_010421.t,пуск ракета,пуск ракеты,00000002
Voen_Obozren_060524_010421.t,российский многоразовый ракета,российская многоразовая ракета,00000002
Voen_Obozren_060524_010421.t,российский ракета,российская ракета,00000002
Voen_Obozren_060524_010421.t,стоимость запуск ракета,стоимость запуска ракеты,00000002
Voen_Obozren_060524_010421.t,ступень ракета,ступень ракеты,00000002
Voen_Obozren_060524_010421.t,топливный бак,топливный бак,00000002
Voen_Obozren_060524_010421.t,автомат калашников,автомат Калашникова,00000001
Voen_Obozren_060524_010421.t,американский компания,американская компания,00000001
Voen_Obozren_060524_010421.t,американский тип,американского типа,00000001
Voen_Obozren_060524_010421.t,вертолет ми 26,вертолет Ми-26,00000001
Voen_Obozren_060524_010421.t,вид топливо,вида топлива,00000001
Voen_Obozren_060524_010421.t,внешний подвеска,внешней подвеске,00000001
Voen_Obozren_060524_010421.t,внешний подвеска тяжелый транспортный вертолет ми 26,внешняя подвеска тяжелого транспортного вертолета Ми-26,00000001
Voen_Obozren_060524_010421.t,военный угроза,военная угроза,00000001
Voen_Obozren_060524_010421.t,второй ступень,вторая ступень,00000001
Voen_Obozren_060524_010421.t,выгодный космический запуск,выгодный космический запуск,00000001
Voen_Obozren_060524_010421.t,глава spacex,глава SpaceX,00000001
Voen_Obozren_060524_010421.t,главный отличие,главное отличие,00000001
Voen_Obozren_060524_010421.t,груз масса,груз массой,00000001
Voen_Obozren_060524_010421.t,грузовой платформа,грузовая платформа,00000001
Voen_Obozren_060524_010421.t,двигатель raptor на метан,двигатель Raptor на метане,00000001
Voen_Obozren_060524_010421.t,двигатель на метан,двигатель на метане,00000001
Voen_Obozren_060524_010421.t,железнодорожный ветка,железнодорожная ветка,00000001
Voen_Obozren_060524_010421.t,жидкий кислород,жидкий кислород,00000001
Voen_Obozren_060524_010421.t,жидкий кислород в качество окислитель,жидкий кислород в качестве окислителя,00000001
Voen_Obozren_060524_010421.t,заявленный технический характеристика,заявленные технические характеристики,00000001
Voen_Obozren_060524_010421.t,исполнительный директор,исполнительного директора,00000001
Voen_Obozren_060524_010421.t,использованный ступень,использованная ступень,00000001
Voen_Obozren_060524_010421.t,используемый топливо,используемое топливо,00000001
Voen_Obozren_060524_010421.t,качество топливо,качества топлива,00000001
Voen_Obozren_060524_010421.t,компания сша,компании США,00000001
Voen_Obozren_060524_010421.t,компонент топливо,компонент топлива,00000001
Voen_Obozren_060524_010421.t,конструкторский бюро,конструкторское бюро,00000001
Voen_Obozren_060524_010421.t,межпланетный корабль,межпланетный корабль,00000001
Voen_Obozren_060524_010421.t,межпланетный корабль spacex,межпланетный корабль SpaceX,00000001
Voen_Obozren_060524_010421.t,ми 26,Ми-26,00000001
Voen_Obozren_060524_010421.t,минимальный цена,минимальная цена,00000001
Voen_Obozren_060524_010421.t,многоразовый космический корабль,многоразовом космическом корабле,00000001
Voen_Obozren_060524_010421.t,нагрев двигатель,нагрев двигателя,00000001
Voen_Obozren_060524_010421.t,наземный испытание,наземное испытание,00000001
Voen_Obozren_060524_010421.t,несгоревший остаток топливо,несгоревший остаток топлива,00000001
Voen_Obozren_060524_010421.t,низкий плотность,низкая плотность,00000001
Voen_Obozren_060524_010421.t,облегченный стартовый комплекс,облегченный стартовый комплекс,00000001
Voen_Obozren_060524_010421.t,орбита земля,орбита Земли,00000001
Voen_Obozren_060524_010421.t,основной характеристика,основные характеристики,00000001
Voen_Obozren_060524_010421.t,основной характеристика ракета,основные характеристики ракеты,00000001
Voen_Obozren_060524_010421.t,особенность ракета,особенность ракеты,00000001
Voen_Obozren_060524_010421.t,остаток топливо,остатки топлива,00000001
Voen_Obozren_060524_010421.t,отключение двигатель,отключение двигателя,00000001
Voen_Obozren_060524_010421.t,охотский море,Охотское море,00000001
Voen_Obozren_060524_010421.t,первый пуск,первый пуск,00000001
Voen_Obozren_060524_010421.t,перспективный программа,перспективная программа,00000001
Voen_Obozren_060524_010421.t,побережье охотский море,побережье Охотского моря,00000001
Voen_Obozren_060524_010421.t,повторный запуск,повторного запуска,00000001
Voen_Obozren_060524_010421.t,подземный город,подземный город,00000001
Voen_Obozren_060524_010421.t,полезный груз,полезного груза,00000001
Voen_Obozren_060524_010421.t,полезный нагрузка,полезная нагрузка,00000001
Voen_Obozren_060524_010421.t,полный автоматизация,полная автоматизация,00000001
Voen_Obozren_060524_010421.t,посадочный штанга,посадочная штанга,00000001
Voen_Obozren_060524_010421.t,потенциальный нагрузка,потенциальная нагрузка,00000001
Voen_Obozren_060524_010421.t,правильный цель,правильные цели,00000001
Voen_Obozren_060524_010421.t,производство ракета,производства ракет,00000001
Voen_Obozren_060524_010421.t,пуск новый ракета falcon,пуск новой ракеты Falcon,00000001
Voen_Obozren_060524_010421.t,разработка новый ракета,разработка новой ракеты,00000001
Voen_Obozren_060524_010421.t,ракета falcon 9,ракета Falcon 9,00000001
Voen_Obozren_060524_010421.t,ракета носитель,ракет-носитель,00000001
Voen_Obozren_060524_010421.t,рд 0169а,РД-0169А,00000001
Voen_Obozren_060524_010421.t,"российский многоразовый ракета "" амур ""","российская многоразовая ракета ""Амур""",00000001
Voen_Obozren_060524_010421.t,серия ракета,серия ракет,00000001
Voen_Obozren_060524_010421.t,сжиженный газ,сжиженный газ,00000001
Voen_Obozren_060524_010421.t,слово представитель,слово-представитель,00000001
Voen_Obozren_060524_010421.t,современный мерка,современным меркам,00000001
Voen_Obozren_060524_010421.t,союз 2,Союза-2,00000001
Voen_Obozren_060524_010421.t,стартовый комплекс,стартового комплекса,00000001
Voen_Obozren_060524_010421.t,стартовый площадка,стартовая площадка,00000001
Voen_Obozren_060524_010421.t,стартовый стол,стартового стола,00000001
Voen_Obozren_060524_010421.t,температура сжижение,температура сжижения,00000001
Voen_Obozren_060524_010421.t,температура сжижение метан,температура сжижения метана,00000001
Voen_Obozren_060524_010421.t,технический характеристика,техническая характеристика,00000001
Voen_Obozren_060524_010421.t,тип посадка,тип посадки,00000001
Voen_Obozren_060524_010421.t,транспортный вертолет,транспортном вертолете,00000001
Voen_Obozren_060524_010421.t,тяжелый транспортный вертолет,тяжелый транспортный вертолет,00000001
Voen_Obozren_060524_010421.t,хабаровский край,Хабаровский край,00000001
Voen_Obozren_060524_010421.t,характеристика ракета,характеристика ракет,00000001
Voen_Obozren_060524_010421.t,хранение метан около стартовый площадка,хранение метана около стартовых площадок,00000001
Voen_Obozren_060524_010421.t,частный американский компания,частной американской компании,00000001
Voen_Obozren_060524_010421.t,частный американский космический компания,частная американская космическая компания,00000001
Voen_Obozren_060524_010421.t,частный компания,частная компания,00000001
Voen_Obozren_060524_010421.t,частный компания сша blue origin,частная компания США Blue Origin,00000001
Voen_Obozren_060524_010422.t,сила самооборона,сил самообороны,00000004
Voen_Obozren_060524_010422.t,военный база,военная база,00000003
Voen_Obozren_060524_010422.t,восходящий солнце,восходящего солнца,00000003
Voen_Obozren_060524_010422.t,стандарт 3,Стандарт-3,00000003
Voen_Obozren_060524_010422.t,страна восходящий солнце,страна восходящего солнца,00000003
Voen_Obozren_060524_010422.t,американский военнослужащий,американские военнослужащие,00000002
Voen_Obozren_060524_010422.t,асахи симбун,Асахи симбун,00000002
Voen_Obozren_060524_010422.t,военный контингент,военный контингент,00000002
Voen_Obozren_060524_010422.t,иджис эшор,Иджис Эшор,00000002
Voen_Obozren_060524_010422.t,млрд доллар,млрд долларов,00000002
Voen_Obozren_060524_010422.t,персидский залив,Персидский залив,00000002
Voen_Obozren_060524_010422.t,система про,система ПРО,00000002
Voen_Obozren_060524_010422.t,японский армия,японская армия,00000002
Voen_Obozren_060524_010422.t,японский сми,японские СМИ,00000002
Voen_Obozren_060524_010422.t,""" локхид р 3с ""","""Локхид Р-3С""",00000001
Voen_Obozren_060524_010422.t,""" пэтриот пак 3 ""","""Пэтриот ПАК-3""",00000001
Voen_Obozren_060524_010422.t,f 35а,F-35А,00000001
Voen_Obozren_060524_010422.t,американ японский соглашение,американо-японское соглашение,00000001
Voen_Obozren_060524_010422.t,американский армия,американская армия,00000001
Voen_Obozren_060524_010422.t,американский военный,американские военные,00000001
Voen_Obozren_060524_010422.t,американский военный база,американская военная база,00000001
Voen_Obozren_060524_010422.t,американский группировка,американская группировка,00000001
Voen_Obozren_060524_010422.t,американский непотопляемый авианосец,американский непотопляемый авианосец,00000001
Voen_Obozren_060524_010422.t,американский оружие,американское оружие,00000001
Voen_Obozren_060524_010422.t,американский производство,американского производства,00000001
Voen_Obozren_060524_010422.t,антииранский коалиция,антииранская коалиция,00000001
Voen_Obozren_060524_010422.t,антииранский коалиция в персидский залив,антииранская коалиция в Персидском заливе,00000001
Voen_Obozren_060524_010422.t,антииранский курс,антииранский курс,00000001
Voen_Obozren_060524_010422.t,ассортимент закупаемый американский оружие,ассортимент закупаемого американского оружия,00000001
Voen_Obozren_060524_010422.t,атомный оружие,атомное оружие,00000001
Voen_Obozren_060524_010422.t,база сша,база США,00000001
Voen_Obozren_060524_010422.t,баллистический ракета,баллистическая ракета,00000001
